-1.0,0.0,0.0,-0.38414961134417247
-1.0,0.0,-3.2628346463827613,-3.2318056126675123
-1.0,0.0,-3.253900029868667,-1.0603622159496737
-1.000040837665099,-0.016327604176095235,-3.2449898790051197,-1.016061783974602
-1.0001632015253454,-0.032610498491680365,-3.2361041267978568,-1.0078554543902332
-1.0003668683376485,-0.0488488053757171,-3.005239846289397,-1.0410555171894933
-1.0006516154702247,-0.06504264692192008,-2.9631470307394965,-0.9172540352368792
-1.0010160471317702,-0.08049370122200644,-2.808231148188383,-0.8089226739317946
-1.0014554710487102,-0.09528787003294852,-2.625128203752966,-0.7929767032679299
-1.0019681466334731,-0.1096203327289863,-2.4578184597745456,-0.8059011481586277
-1.002550113671475,-0.12301618517018588,-2.3086472484108165,-0.6594018373526905
-1.003196874258257,-0.13555124011359418,-2.164511368106027,-0.6282301824883777
-1.0039043371477439,-0.14731259436419653,-2.0233161377673223,-0.6121978579825165
-1.0046687942458226,-0.15835047655857495,-1.892218928157473,-0.5652929607677486
-1.0054866572125392,-0.16867760111785976,-1.774161306752047,-0.48529904283431163
-1.0063544488424647,-0.1783316986272961,-1.6561175771122927,-0.45201077690815195
-1.0072689574598543,-0.18737551619574597,-1.544139291106063,-0.515698746820874
-1.0082272277071596,-0.19583376421337886,-1.440911983789512,-0.4607757520416951
-1.0092263416298137,-0.20371982534728603,-1.3434975069435813,-0.3880500787434583
-1.0102635437938887,-0.21107645550300652,-1.2482421672439217,-0.4271547049628339
-1.0113362817356384,-0.21793838137580926,-1.1579665108606756,-0.5093490765624704
-1.0124421300357598,-0.22432182526977829,-1.0805331370464903,-0.5753998835306735
-1.013578733316405,-0.23024520489718953,-1.0073035341733558,-0.600699960070819
-1.0147439011599966,-0.23575971968741435,-0.9343712006290392,-0.7245375014626161
-1.0159357157298534,-0.2409053932786079,-0.8700342437310439,-0.807471173581775
-1.0171523473253283,-0.24568648522129813,-0.8188119683860918,-1.0441852610571085
-1.0183920183041744,-0.250129991360454,-0.7789667975603217,-1.1580168678937386
-1.0196531867250136,-0.2542968725261831,-0.745960308617483,-1.3677193524572857
-1.02093462836527,-0.2582483036763159,-0.7260003898344929,-1.5691086708303792
